id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
4525875,Charming  Historic 2 bed2 bath w private patio,23462166,Corey,East Cambridge,42.37866,-71.06452,Entire homeapt,399,68,1,34
4534572,5BR Home in Cambridge,4781117,Katie,West Cambridge,42.38055,-71.14397,Entire homeapt,529,65,1,0
4553903,Contemporary North End Retreat  near T,10850877,Franklin,East Cambridge,42.36582,-71.05722,Entire homeapt,5000,343,2,0
4566095,The Upton South End The Copley Suite,5430185,Laura And Olivia,Area 2MIT,42.34301,-71.07304,Entire homeapt,155,22,7,28
4573238,Chic furnished 2 bds best Boston location N End Boston,5578043,Dror,East Cambridge,42.364253,-71.052626,Entire homeapt,159,158,4,328
4580825,Amazing price and location w parking  N End m1s,5578043,Dror,East Cambridge,42.36329,-71.05233,Entire homeapt,195,176,4,309
4602191,2 BdBth Apt in Prime Location Gorgeous Water View,20079643,Alex  Bcohousing,East Cambridge,42.36452,-71.06928,Entire homeapt,338,18,11,175
4623114,South End Studio Perfect for Work Travel 46,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,191,126,82,349
4680929,Grace Hopper room King bed in a sunny corner,2063272,Sam Jesse And Kaia,Agassiz,42.38476,-71.11224,Private room,82,29,5,238
4736800,Harvard  MIT Sweet Retreat in Coolest Cambridge,10732627,Suz,MidCambridge,42.3706,-71.10504,Entire homeapt,155,272,1,102
4753390,Live Large in Transformable Studio,21631889,Ling Yi,The Port,42.36721,-71.0987,Entire homeapt,198,70,14,89
4759313,Private Apartment Dog friendly Parking,24302173,Laurie,Strawberry Hill,42.38019,-71.15465,Entire homeapt,232,68,1,2
4813475,Nice Quiet 2 Bedroom Apartment,1458862,Gregory,WellingtonHarrington,42.37395,-71.08938,Entire homeapt,168,458,1,0
4824130,Cambridge Modern Living,1800647,Saba,Strawberry Hill,42.37734,-71.1486,Shared room,76,0,1,0
4841421,Huge classy 3BR Apt wparking sleeps 7,8618392,Bertha,Cambridgeport,42.35679,-71.10917,Entire homeapt,250,56,1,15
4894617,Large cozy 1BD in awesome location,25187338,Anshul,Cambridgeport,42.35961,-71.10742,Private room,80,0,1,0
4902165,10 min trainbus to Boston  and tourist venues,25233554,Angela Hada,East Cambridge,42.38315,-71.0862,Private room,71,155,1,288
4909590,ALLSTON LOADED STUDIO Steps to BU BC  hospitals,25279966,Vj,Cambridgeport,42.34838,-71.13163,Entire homeapt,108,345,2,110
4924035,Holistic Living Center Rear,7757356,Alan,Strawberry Hill,42.37431,-71.15339,Private room,70,9,1,114
4932029,Gardenlevel onebedroom apartment,25407755,Nora,North Cambridge,42.39805,-71.13249,Entire homeapt,235,462,1,13
4954584,Elegant contemporary 2Br,21631889,Ling Yi,The Port,42.36715,-71.09655,Entire homeapt,243,100,14,191
4956321,Charming Third Floor Apartment,25547444,Susan,Agassiz,42.38563,-71.11684,Entire homeapt,185,128,1,279
4958294,HOLIDAY IN HARVARD SQUARE EASY COMMUTE TO BOSTON,87398,Ari,Neighborhood Nine,42.37931,-71.12179,Entire homeapt,229,17,2,39
4977885,Urban Oasis in Porter Square,7110440,Jack,North Cambridge,42.3907,-71.1152,Entire homeapt,195,10,1,0
5016234,Bright Beautiful 2 Bed 2 Bath near KendallMIT,7388427,Upasana,WellingtonHarrington,42.37198,-71.09177,Entire homeapt,118,1,1,39
5047340,Beautiful  Spacious 4 BDR  3 BA w FREE Parking,10250028,Michelle,West Cambridge,42.35779,-71.13347,Entire homeapt,800,244,1,0
5088560,Stunning SouthEndBackBay Penthouse,21609039,Susan,Area 2MIT,42.34041,-71.08384,Entire homeapt,500,100,3,304
5203538,Beautiful Townhouse Bostons South End,26917979,Jim,Area 2MIT,42.34024,-71.07483,Entire homeapt,900,9,1,279
5320198,3 mo min Harvard Sq Room Pvt Entbth,7704595,Holly,West Cambridge,42.37406,-71.12648,Private room,35,1,1,84
5328641,Convenient to T Quiet WIFI 4 week minimum req,11108210,Tony,North Cambridge,42.42095,-71.13642,Entire homeapt,68,26,1,92
5365197,Cozy Bedroom nr HarvardMITKendall,2861941,Bronwyn,WellingtonHarrington,42.3748,-71.10023,Private room,100,68,1,284
5581575,Private Entrance  King Beds  Kid Friendly,28766987,Kathy,Area 2MIT,42.34628,-71.08064,Entire homeapt,350,205,1,120
5661246,Private Studio Apartment in a Central Location,12211716,Mark,Cambridgeport,42.3471,-71.13005,Entire homeapt,125,171,1,329
5666988,Sunny 3BD House near Harvard Square,19742431,Sarah,West Cambridge,42.37456,-71.1334,Entire homeapt,440,31,1,186
5680028,Colonial home near Harvard Square in Cambridge,24498919,Gail,West Cambridge,42.38016,-71.1443,Entire homeapt,195,2,1,0
5690424,Beacon Hill House Huge Roof Deck  Encore Casino,28090138,Gloria,Area 2MIT,42.35668,-71.07185,Entire homeapt,310,124,1,102
5705842,Lux Corner 2Br near MITKendall,21631889,Ling Yi,The Port,42.36705,-71.0966,Entire homeapt,268,48,14,201
5709298,Central Boston Beacon Hill 2brm,2006852,Jay,East Cambridge,42.35984,-71.06914,Entire homeapt,314,386,7,326
5718801,Heart of South End Convenient Comfy Studio 42,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,209,143,82,319
5718921,Charming South End Brownstone 2BR with patio,22348222,Maverick,Area 2MIT,42.34455,-71.07628,Entire homeapt,516,142,82,336
5768819,Stylish Downtown Studio in the SouthEnd CAve 4,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,191,130,82,342
5769127,Stylish Downtown Studio in the SouthEnd CAve 3,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,204,256,82,298
5782221,La Gemma  a gem in the North End,18601802,Gina,East Cambridge,42.36726,-71.05424,Entire homeapt,300,254,1,89
5791244,Sunny Huron Village Apt w Terrace,30045286,James,West Cambridge,42.38308,-71.13517,Entire homeapt,193,337,1,98
5811422,Studiotype space near Central Square,12576232,Thomas,The Port,42.37067,-71.09913,Entire homeapt,89,50,5,296
5857136,Lovely apt easy walk to Harvard Sq,1260886,Mimi And Brian,Neighborhood Nine,42.3849,-71.1304,Entire homeapt,300,188,2,148
5870922,The Nantucket Room near Harvard Square,26956083,Todd,Riverside,42.3605,-71.12633,Private room,64,292,4,119
5903001,Boston Back BayCopley Square,30658962,Marlo,Area 2MIT,42.35147,-71.07835,Entire homeapt,357,62,1,151
5919529,Great location 3 BD single fam Kidfriendly,24196977,Jenny,Area 2MIT,42.35009,-71.07023,Entire homeapt,568,15,1,111
5967421,The Meditation Room near Harvard Square,26956083,Todd,Riverside,42.3605,-71.12633,Private room,59,172,4,189
6013381,Modern Spacious 1BR  Kitchen  Work Desk  by GLS,30283594,Global Luxury Suites,East Cambridge,42.363747,-71.083374,Entire homeapt,329,4,33,3
6089865,N2 Little Italy Historic Freedom TrailTD Garden,3637081,Sarah,East Cambridge,42.36545,-71.05623,Entire homeapt,205,547,13,176
6101153,Convn 2bed DavisPorterTufts direct on bike path,31658323,Tim,North Cambridge,42.39154,-71.10603,Entire homeapt,207,307,1,121
6106691,Luxury HarvardMIT Victorian,8824696,Steve,West Cambridge,42.38085,-71.13546,Entire homeapt,379,176,2,319
6119918,RENOVATED Pvt entrance CDC cleaning Whole Foods,546854,Sanjay,West Cambridge,42.34689,-71.13679,Entire homeapt,145,112,3,119
6179374,Harvard Boston University MIT,30489899,Home On Blaine,West Cambridge,42.35483,-71.13694,Private room,45,6,4,270
6185544,Sunny 3 bed2 bath5 min to T HarvardMITBoston,21745230,Jurek,North Cambridge,42.3965,-71.1367,Entire homeapt,202,102,19,259
6185571,Room wprivate bathfridgemicrowavefast wifi,21745230,Jurek,North Cambridge,42.39671,-71.13664,Private room,90,125,19,307
6359245,Suite near CambridgeBoston,9519077,Deb,North Cambridge,42.41252,-71.15373,Private room,185,53,1,79
6363476,Unique Philadelphia Style Apartment Behind Harvard,33155440,Kimberly,Agassiz,42.38411,-71.11523,Entire homeapt,389,151,1,82
6374780,Big 2 bedroom steps to Davis Sq,25354687,David,North Cambridge,42.39525,-71.12717,Entire homeapt,171,5,1,165
6385215,2BRM  with Parking  near Harvard  Porter Sq,22200553,Andrew,Neighborhood Nine,42.38266,-71.12925,Entire homeapt,130,24,1,327
6397721,Lux Kendall Square 1 Bedroom wgym WiFi,9419684,Churchill,East Cambridge,42.363617,-71.08202,Entire homeapt,399,11,19,281
6426364,Great city views top floor one bed 7,9653086,Glenn,Area 2MIT,42.34144,-71.0763,Entire homeapt,150,82,6,277
6434394,2BR Walk to HarvardMITRed Line T,24415419,David,The Port,42.36932,-71.09821,Entire homeapt,299,355,1,65
6449061,Peter  Best of Boston,33659611,Peter,East Cambridge,42.38505,-71.08264,Private room,126,579,1,291
6473781,Single family house  Cambridgeport,33820072,Mary,Cambridgeport,42.35983,-71.10667,Entire homeapt,800,23,1,13
6540673,Convenient location near Boston,16969496,Kenny,Area 2MIT,42.34635,-71.10792,Private room,109,51,1,4
6599485,Cambridge  Harvard Comfortable Room,6438360,John,Neighborhood Nine,42.38461,-71.135,Private room,75,218,1,93
6660580,Warm and welcoming,34862036,Purnima,MidCambridge,42.37441,-71.10277,Private room,125,185,2,328
6662157,SunnySpacious ACwalk to T DavisPorterHarvard,30719211,Zazy  Georges,North Cambridge,42.39277,-71.13114,Entire homeapt,412,198,1,314
6690491,Belmont Massachusetts,35018289,Joanne,Strawberry Hill,42.38378,-71.15949,Private room,95,63,1,0
6692868,Beautiful Private Lg Space Clean Comfy,33917688,Alessandro And Sarita,Agassiz,42.38843,-71.10143,Entire homeapt,145,261,1,314
6702823,Guest room  HarvardMIT Central Sq,25012699,Amanda,MidCambridge,42.36858,-71.1057,Private room,128,56,1,0
6705119,Coolidge Cornersteps to C lineLongwood Medical,31340713,Kama,Cambridgeport,42.34332,-71.11931,Entire homeapt,125,82,23,241
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,Area 2MIT,42.34991,-71.06164,Entire homeapt,229,9,1,279
6758443,Stylish Downtown Studio in the SouthEnd CAve 45,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,225,189,82,332
6758462,Stylish Downtown Studio in the SouthEnd CAve 43,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,225,102,82,332
6758482,Stylish Downtown Studio in the SouthEnd CAve 1,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,187,143,82,337
6759004,Stylish  Comfortable Newbury St Studio 10,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,222,215,82,306
6759439,South End Studio Perfect for Work Travel 26,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,215,71,82,344
6762011,Heart of South End Convenient Comfy Studio 22,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,229,115,82,340
6763409,Charming Studio in Boston Brownstone CAve5,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,286,222,82,337
6765405,Historic New England Experience,35408517,Kyle,North Cambridge,42.41511,-71.12567,Private room,77,72,4,332
6778576,Historic New England 2nd Bedroom,35408517,Kyle,North Cambridge,42.41713,-71.12412,Private room,65,80,4,329
6810723,South End Studio Ideal for Boston Travelers 23,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,229,105,82,343
6823017,Allston Close to Harvard Business School  BU A,19548932,Yi,Cambridgeport,42.35803,-71.12952,Private room,68,253,1,246
6843795,A Fenway Getaway,23249169,Helen,Area 2MIT,42.34512,-71.09479,Entire homeapt,190,102,1,280
6847242,Smack dab between HarvardPorter 2,35879509,Connie,Neighborhood Nine,42.38469,-71.12199,Private room,110,207,2,111
6851459,Stylish Downtown Studio in the SouthEnd CAve 31,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,287,163,82,350
6851460,Stylish Studio in Boston Brownstone CAve 21,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,215,101,82,342
6861804,Sunny 1BR Apt in Somerville MA Longterm Stay,13260815,Allison,North Cambridge,42.39456,-71.11198,Entire homeapt,191,6,1,186
6869273,Historic New England 3rd Floor Bdrm,35408517,Kyle,North Cambridge,42.41682,-71.12577,Private room,68,89,4,324
6879036,Stylish Studio on Newbury St 3,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,188,230,82,322
6882615,City Living with a View Newbury St 4,22348222,Maverick,Area 2MIT,42.34979,-71.08263,Entire homeapt,285,248,82,290
6908525,Stylish Studio on Newbury St THIS IS BOSTON 12,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,222,221,82,291
6947733,Smack dab between Harvard  Porter,35879509,Connie,Neighborhood Nine,42.38321,-71.12094,Private room,110,195,2,80
6949378,Spacious 2BR  Kitchen Work Desk  Kendall Square,30283594,Global Luxury Suites,East Cambridge,42.363747,-71.083374,Entire homeapt,469,17,33,365
6992468,Victorian house near Harvard Sq  parking for 2,32447473,Kristen,North Cambridge,42.3905,-71.11545,Entire homeapt,502,160,1,57
7005588,Nr Harvard MIT BrightSpacious  Primeloc LongT,7918311,Dina,Agassiz,42.38201,-71.09972,Entire homeapt,275,9,7,146
7007117,Room near Alewife Red Line T stop,21745230,Jurek,North Cambridge,42.39479,-71.13499,Private room,97,62,19,306
7031423,Cambridge Cottage  Garden Room,34875728,Thadd,WellingtonHarrington,42.37498,-71.09765,Private room,130,326,2,60
7053454,Basement apartment in Charlestown,36992931,Ryan,East Cambridge,42.38239,-71.06393,Private room,200,8,1,365
7094503,Steps away from Harvard Inman Sq,34862036,Purnima,MidCambridge,42.37283,-71.10458,Private room,96,225,2,117
7310887,Spacious and Sunny Brookline Apartment,38302832,Jacklyn,West Cambridge,42.34532,-71.13829,Entire homeapt,422,208,1,214
7332266,Sunny private roomLongwood 10min walk to Fenway,31340713,Kama,Area 2MIT,42.34479,-71.10754,Private room,84,131,23,214
7342489,Beautiful 2Bedroom in the South End Garden Unit,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,95,124,82,202
7364509,Lovely bright studio walk to Harvard,20088422,Dan,Agassiz,42.38189,-71.10924,Entire homeapt,124,70,1,266
7369764,Cambridge Cottage  Library Room,34875728,Thadd,WellingtonHarrington,42.37502,-71.09648,Private room,117,266,2,53
7401198,Convenient  Cozy in Cambridgeport,90117,Poppy,Cambridgeport,42.35647,-71.10564,Private room,113,72,1,22
7415807,Cambridge Single Family  Families and Pets,4792976,Laurie,North Cambridge,42.3959,-71.13225,Entire homeapt,729,4,1,0
7474044,Stylish  Comfortable Newbury St Studio 5,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,191,113,82,323
7474855,Stylish  Comfortable Newbury St Studio 11,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,222,196,82,322
7475052,Comfortable Studio in Back Bay on Newbury St 7,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,222,171,82,322
7475215,Comfortable  Stylish Studio on Newbury St 2,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,285,185,82,322
7475379,Stylish  Comfortable Newbury St Studio 6,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,285,231,82,311
7475573,Charming Studio on Bostons iconic Newbury St 8,22348222,Maverick,Area 2MIT,42.34982,-71.08264,Entire homeapt,293,216,82,302
7476340,Charming Studio in Boston Brownstone 44,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,229,130,82,343
7490808,Cozy Room 10min from MITHarvard,26994991,Coni,East Cambridge,42.37136,-71.08008,Private room,65,1,2,0
7499960,SAFE CENTRAL CITY LOCATION WalkToWorkEverywhere,9529655,Suzanne,Area 2MIT,42.35105,-71.09488,Entire homeapt,235,16,4,362
7508244,PrivateRoom 10min MITHarvard ,26994991,Coni,East Cambridge,42.37191,-71.08014,Private room,65,2,2,0
7511737,Spacious South End Studio wBoston View 7,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,196,206,82,337
7513605,Stylish Downtown Studio in the SouthEnd CAve 2,22348222,Maverick,Area 2MIT,42.34447,-71.07644,Entire homeapt,225,191,82,324
7513906,Charming  Stylish Studio on Beacon Hill 6,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,219,179,82,343
7514024,Downtown Beacon Hill Convenient Comfy Studio 14,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,221,169,82,329
7514336,Charming  Stylish Studio on Beacon Hill 11,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,193,149,82,335
7527149,Stunning Beacon Hill Boston Townhouse Apartment,10502779,Peter,Area 2MIT,42.35623,-71.07023,Entire homeapt,736,92,1,170
7531700,Charming  Stylish Studio on Beacon Hill 3,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,231,170,82,341
7575052,Sunny and Quiet top floor 8,9653086,Glenn,Area 2MIT,42.34128,-71.07607,Entire homeapt,135,83,6,127
7635616,Charming  Stylish Studio on Beacon Hill 9,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,219,232,82,328
7694365,Stylish Downtown Studio in the SouthEnd CAve 41,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,286,122,82,339
7694559,Heart of South End Convenient Comfy Studio 32,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,225,114,82,336
7713815,Charming  Stylish Studio on Beacon Hill 2,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,226,159,82,330
7728499,Charming  Stylish Studio on Beacon Hill 8,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,289,285,82,336
7729257,Big sunny artists 1BR near Harvard,3402394,Case,MidCambridge,42.3751,-71.1059,Entire homeapt,150,62,2,174
7774831,Charming house in Cambridge C33W,12576232,Thomas,The Port,42.36898,-71.09753,Private room,60,11,5,356
7832890,Comfy Beacon Hill Studio Great for Work Travel 7,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,289,306,82,306
7834972,Historic New England 4th Bedroom,35408517,Kyle,North Cambridge,42.41548,-71.12396,Private room,68,56,4,174
7837202,Charming  Stylish Studio on Beacon Hill15,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,219,136,82,333
7843046,Your Own Private Bedroom Bathroom  Living Room,3917069,Karl,North Cambridge,42.39436,-71.12963,Private room,149,161,2,2
7854872,Charming  Stylish Studio on Beacon Hill 12,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,195,171,82,338
7872594,Charming 1 bed loftWalk to Harvard,40531643,Dawn,MidCambridge,42.37346,-71.10526,Entire homeapt,129,35,4,127
7881324,Bright LoftWalk to Harvard,40531643,Dawn,MidCambridge,42.37464,-71.10695,Entire homeapt,129,29,4,54
7883909,Walk to Harvard modern studio,40531643,Dawn,MidCambridge,42.37544,-71.10703,Entire homeapt,155,25,4,244
7886699,New Modern StudioWalk to Harvard,40531643,Dawn,MidCambridge,42.37526,-71.1066,Entire homeapt,110,34,4,159
7911936,Downtown Beacon Hill Convenient Comfy Studio 1,22348222,Maverick,East Cambridge,42.36017,-71.06346,Entire homeapt,219,150,82,341
7916575,Centrally located Studio in Boston 35,22348222,Maverick,Area 2MIT,42.34441,-71.07633,Entire homeapt,229,162,82,321
8053796,Detached Harvard Square Cottage on the Charles,10825995,Mike,Riverside,42.36401,-71.11553,Entire homeapt,200,0,2,287
8059830,2Br HarvardFresh Pond Lux Apt,21631889,Ling Yi,West Cambridge,42.38645,-71.14064,Entire homeapt,207,47,14,181
8064641,Spacious Clean 1BR  Work Desk  Kendall Square,30283594,Global Luxury Suites,East Cambridge,42.363747,-71.083374,Entire homeapt,329,5,33,3
